County FIPS,County,ZIP Code,Percent of ZIP Code in this County,Percent of County in this ZIP Code 
089,Lake,46409,100.0,0.7
089,Lake,46410,100.0,5.9
091,LaPorte,46340,100.0,5.8
091,LaPorte,46348,94.5,8.1
091,LaPorte,46350,100.0,32.1
091,LaPorte,46360,79.2,10.8
091,LaPorte,46365,100.0,3.7
091,LaPorte,46371,100.0,6.6
091,LaPorte,46382,100.0,8.2
091,LaPorte,46390,100.0,8.1
091,LaPorte,46391,68.7,4.1
091,LaPorte,46532,41.7,3.7
091,LaPorte,46534,0.3,0.1
091,LaPorte,46552,24.7,2.6
091,LaPorte,46554,4.4,0.5
091,LaPorte,46574,33.9,5.7
093,Lawrence,47264,16.5,4.2
093,Lawrence,47421,99.4,40.5
093,Lawrence,47436,81.7,8.3
093,Lawrence,47446,100.0,23.0
093,Lawrence,47451,100.0,0.2
093,Lawrence,47462,68.8,10.0
093,Lawrence,47470,86.2,13.8
095,Madison,46001,97.9,16.5
095,Madison,46011,100.0,17.1
095,Madison,46012,90.8,6.6
095,Madison,46013,100.0,4.7
095,Madison,46016,100.0,1.4
095,Madison,46017,100.0,3.3
095,Madison,46036,71.6,13.2
095,Madison,46040,16.0,1.1
095,Madison,46044,100.0,4.8
095,Madison,46048,100.0,0.2
095,Madison,46051,100.0,3.0
095,Madison,46056,83.7,4.4
095,Madison,46064,89.1,13.1
095,Madison,46070,94.6,9.7
095,Madison,47356,6.6,0.8
097,Marion,46077,2.7,0.3
097,Marion,46107,100.0,0.8
097,Marion,46113,35.1,1.3
097,Marion,46201,100.0,1.4
097,Marion,46202,100.0,1.4
097,Marion,46203,100.0,3.6
097,Marion,46204,100.0,0.2
097,Marion,46205,100.0,1.6
097,Marion,46208,100.0,1.6
097,Marion,46214,100.0,1.9
097,Marion,46216,100.0,0.7
097,Marion,46217,100.0,5.3
097,Marion,46218,100.0,2.3
097,Marion,46219,100.0,3.2
097,Marion,46220,100.0,3.1
097,Marion,46221,100.0,5.2
097,Marion,46222,100.0,2.7
097,Marion,46224,100.0,1.9
097,Marion,46225,100.0,1.0
097,Marion,46226,100.0,3.5
097,Marion,46227,100.0,4.2
097,Marion,46228,100.0,2.0
097,Marion,46229,82.7,2.4
097,Marion,46231,43.8,1.3
097,Marion,46234,45.1,1.8
097,Marion,46235,100.0,2.4
097,Marion,46236,99.9,2.9
097,Marion,46237,100.0,3.6
097,Marion,46239,100.0,7.0
097,Marion,46240,100.0,2.6
097,Marion,46241,100.0,6.2
097,Marion,46250,93.5,1.9
097,Marion,46254,100.0,2.9
097,Marion,46256,89.6,2.9
097,Marion,46259,77.2,3.9
097,Marion,46260,99.9,2.5
097,Marion,46268,100.0,3.0
097,Marion,46278,97.1,3.5
099,Marshall,46501,96.7,14.9
099,Marshall,46504,97.7,14.1
099,Marshall,46506,61.6,14.3
099,Marshall,46511,62.5,10.2
099,Marshall,46524,1.6,0.1
099,Marshall,46536,7.0,0.4
099,Marshall,46550,7.2,1.2
099,Marshall,46563,99.7,34.0
099,Marshall,46570,98.7,5.4
099,Marshall,46574,23.3,5.3
101,Martin,47470,13.8,2.9
101,Martin,47522,100.0,27.2
101,Martin,47553,61.6,21.2
101,Martin,47581,100.0,48.7
103,Miami,46901,13.5,4.9
103,Miami,46910,2.4,0.4
103,Miami,46911,79.6,8.6
103,Miami,46914,100.0,8.6
103,Miami,46919,35.6,3.5
103,Miami,46926,93.6,10.4
103,Miami,46932,1.0,0.1
103,Miami,46951,87.5,18.5
103,Miami,46970,92.8,44.6
103,Miami,46974,3.8,0.3
105,Monroe,46151,4.0,2.1
105,Monroe,47264,15.9,4.4
105,Monroe,47401,96.9,20.8
105,Monroe,47403,100.0,19.9
105,Monroe,47404,93.7,12.1
105,Monroe,47405,100.0,0.1
105,Monroe,47406,100.0,0.1
105,Monroe,47408,100.0,16.3
105,Monroe,47421,0.6,0.3
105,Monroe,47429,100.0,6.5
105,Monroe,47433,29.5,5.8
105,Monroe,47436,18.3,2.0
105,Monroe,47448,1.1,0.5
105,Monroe,47460,1.3,0.4
105,Monroe,47462,18.7,3.0
105,Monroe,47468,84.8,5.5
107,Montgomery,46035,25.4,1.0
107,Montgomery,47933,100.0,39.8
107,Montgomery,47940,100.0,11.7
107,Montgomery,47954,100.0,14.7
107,Montgomery,47955,98.6,4.2
107,Montgomery,47967,80.8,7.4
107,Montgomery,47968,100.0,6.6
107,Montgomery,47981,7.0,0.6
107,Montgomery,47989,99.9,4.7
107,Montgomery,47990,92.2,6.2
107,Montgomery,47994,100.0,3.3
109,Morgan,46113,51.0,1.9
109,Morgan,46118,7.3,0.9
109,Morgan,46120,4.8,1.0
109,Morgan,46151,96.0,51.5
109,Morgan,46157,100.0,7.2
109,Morgan,46158,87.1,15.9
109,Morgan,46160,25.3,5.7
109,Morgan,46166,100.0,8.8
109,Morgan,46180,49.8,3.3
109,Morgan,47433,10.6,2.1
109,Morgan,47456,15.4,1.7
111,Newton,46310,28.0,4.6
111,Newton,46349,100.0,16.1
111,Newton,47922,88.8,17.2
111,Newton,47942,3.0,0.4
111,Newton,47943,48.0,7.4
111,Newton,47948,54.9,8.0
111,Newton,47951,100.0,14.4
111,Newton,47963,100.0,30.7
111,Newton,47978,1.7,1.1
113,Noble,46562,4.9,0.7
113,Noble,46571,2.9,0.4
113,Noble,46701,100.0,24.0
113,Noble,46710,88.3,8.6
113,Noble,46723,22.4,3.1
113,Noble,46725,2.1,1.1
113,Noble,46732,88.8,4.7
113,Noble,46748,2.8,0.1
113,Noble,46755,99.3,18.7
113,Noble,46760,100.0,6.1
113,Noble,46763,73.4,4.6
113,Noble,46764,12.5,1.1
113,Noble,46767,91.8,16.0
113,Noble,46784,100.0,4.6
113,Noble,46794,100.0,5.6
113,Noble,46795,3.3,0.5
115,Ohio,47001,18.7,15.8
115,Ohio,47011,3.7,1.8
115,Ohio,47017,14.4,4.0
115,Ohio,47018,28.8,23.9
115,Ohio,47040,74.8,54.6
117,Orange,47108,5.9,1.4
117,Orange,47118,12.4,4.4
117,Orange,47125,50.3,6.3
117,Orange,47140,51.0,4.4
117,Orange,47432,90.4,18.7
117,Orange,47452,100.0,20.5
117,Orange,47454,100.0,30.2
117,Orange,47469,100.0,14.2
119,Owen,46120,1.2,0.3
119,Owen,47404,6.3,0.9
119,Owen,47427,97.1,18.5
119,Owen,47431,100.0,9.1
119,Owen,47433,59.9,12.6
119,Owen,47456,80.4,9.5
119,Owen,47460,98.7,30.9
119,Owen,47833,45.4,4.9
119,Owen,47868,86.4,13.5
121,Parke,47832,100.0,5.9
121,Parke,47834,16.3,5.9
121,Parke,47836,100.0,5.9
121,Parke,47837,58.8,2.4
121,Parke,47859,100.0,11.3
121,Parke,47862,100.0,4.3
121,Parke,47872,100.0,42.8
121,Parke,47874,76.3,12.8
121,Parke,47952,35.8,8.7
123,Perry,47118,6.9,2.6
123,Perry,47137,6.2,1.1
123,Perry,47513,22.2,3.5
123,Perry,47514,100.0,3.5
123,Perry,47515,100.0,14.0
123,Perry,47520,100.0,9.8
123,Perry,47525,100.0,15.5
123,Perry,47532,4.9,0.8
123,Perry,47551,100.0,10.2
123,Perry,47574,100.0,5.8
123,Perry,47576,100.0,4.7
123,Perry,47577,26.2,1.6
123,Perry,47586,100.0,26.2
123,Perry,47588,100.0,0.2
123,Perry,47611,2.8,0.5
125,Pike,47541,2.6,0.2
125,Pike,47546,0.3,0.1
125,Pike,47564,74.1,8.8
125,Pike,47567,100.0,36.1
125,Pike,47585,100.0,9.3
125,Pike,47590,90.2,7.9
125,Pike,47598,100.0,22.9
125,Pike,47619,5.7,0.7
125,Pike,47640,17.1,2.6
125,Pike,47660,55.6,11.4
127,Porter,46304,100.0,13.4
127,Porter,46307,2.3,0.5
127,Porter,46341,50.1,11.4
127,Porter,46342,28.8,2.4
127,Porter,46347,100.0,15.8
127,Porter,46348,1.1,0.1
127,Porter,46360,20.8,4.1
127,Porter,46368,100.0,6.1
127,Porter,46383,100.0,22.4
127,Porter,46385,100.0,20.8
127,Porter,46391,31.3,2.7
127,Porter,46403,8.5,0.2
127,Porter,46405,0.5,0.0
129,Posey,47612,100.0,2.6
129,Posey,47616,100.0,4.7
129,Posey,47620,100.0,53.9
129,Posey,47631,100.0,12.9
129,Posey,47633,100.0,11.5
129,Posey,47638,99.9,11.0
129,Posey,47712,21.3,3.3
131,Pulaski,46366,12.9,2.3
131,Pulaski,46374,14.6,1.0
131,Pulaski,46511,1.1,0.2
131,Pulaski,46939,5.0,1.1
131,Pulaski,46960,66.5,6.4
131,Pulaski,46978,5.8,0.9
131,Pulaski,46985,95.8,15.2
131,Pulaski,46996,99.9,44.3
131,Pulaski,47946,77.0,15.9
131,Pulaski,47957,95.0,12.4
131,Pulaski,47959,1.4,0.2
131,Pulaski,47960,0.3,0.1
133,Putnam,46105,100.0,9.3
133,Putnam,46120,93.9,16.4
133,Putnam,46121,43.4,5.1
133,Putnam,46128,100.0,6.6
133,Putnam,46135,100.0,32.3
133,Putnam,46171,100.0,9.5
133,Putnam,46172,100.0,15.2
133,Putnam,46175,100.0,5.0
133,Putnam,46180,0.3,0.0
133,Putnam,47456,4.1,0.4
133,Putnam,47868,2.0,0.3
133,Putnam,47989,0.1,0.0
135,Randolph,47320,5.6,0.4
135,Randolph,47340,100.0,11.7
135,Randolph,47354,61.9,3.7
135,Randolph,47355,100.0,13.9
135,Randolph,47358,97.3,7.9
135,Randolph,47368,76.2,5.5
135,Randolph,47373,8.4,0.6
135,Randolph,47380,85.1,11.3
135,Randolph,47382,100.0,0.1
135,Randolph,47390,91.2,16.5
135,Randolph,47393,14.1,1.0
135,Randolph,47394,100.0,27.4
137,Ripley,47006,56.6,12.7
137,Ripley,47017,82.3,4.4
137,Ripley,47018,24.1,3.9
137,Ripley,47023,100.0,19.5
137,Ripley,47031,90.7,11.7
137,Ripley,47032,2.4,0.2
137,Ripley,47037,100.0,17.1
137,Ripley,47041,48.7,8.5
137,Ripley,47042,100.0,16.5
137,Ripley,47224,1.0,0.1
137,Ripley,47240,1.5,1.0
137,Ripley,47250,8.9,4.4
139,Rush,46104,100.0,7.8
139,Rush,46115,98.5,8.0
139,Rush,46127,81.2,4.5
139,Rush,46133,61.7,4.5
139,Rush,46140,0.3,0.1
139,Rush,46148,34.4,4.4
139,Rush,46150,92.4,6.6
139,Rush,46155,100.0,0.0
139,Rush,46156,100.0,10.6
139,Rush,46161,0.4,0.0
139,Rush,46173,97.0,50.2
139,Rush,46182,12.0,0.9
139,Rush,47352,34.9,2.2
141,St. Joseph,46506,38.2,8.6
141,St. Joseph,46530,91.0,4.8
141,St. Joseph,46536,93.0,5.7
141,St. Joseph,46544,100.0,8.4
141,St. Joseph,46545,100.0,3.9
141,St. Joseph,46550,4.0,0.7
141,St. Joseph,46552,75.3,10.3
141,St. Joseph,46554,95.6,13.8
141,St. Joseph,46556,100.0,0.4
141,St. Joseph,46561,93.6,2.6
141,St. Joseph,46563,0.3,0.1
141,St. Joseph,46573,45.0,3.2
141,St. Joseph,46574,29.1,6.4
141,St. Joseph,46601,100.0,0.4
141,St. Joseph,46613,100.0,0.5
141,St. Joseph,46614,100.0,12.4
141,St. Joseph,46615,100.0,0.7
141,St. Joseph,46616,100.0,0.3
141,St. Joseph,46617,100.0,0.6
141,St. Joseph,46619,100.0,5.4
141,St. Joseph,46628,100.0,7.8
141,St. Joseph,46635,100.0,0.6
141,St. Joseph,46637,100.0,2.2
143,Scott,47102,84.1,17.4
143,Scott,47126,3.3,0.7
143,Scott,47138,46.9,17.8
143,Scott,47147,19.9,2.9
143,Scott,47170,63.4,51.4
143,Scott,47177,57.1,6.4
143,Scott,47230,12.4,3.4
145,Shelby,46110,100.0,2.2
145,Shelby,46124,52.0,8.4
145,Shelby,46126,100.0,8.0
145,Shelby,46130,89.2,6.4
145,Shelby,46131,4.0,1.1
145,Shelby,46150,7.6,0.5
145,Shelby,46161,93.0,6.8
145,Shelby,46162,52.3,1.4
145,Shelby,46163,14.9,1.0
145,Shelby,46176,100.0,45.6
145,Shelby,46182,88.0,6.6
145,Shelby,46259,6.6,0.3
145,Shelby,47234,98.4,8.7
145,Shelby,47272,39.0,2.8
147,Spencer,47523,47.8,6.7
147,Spencer,47531,100.0,4.4
147,Spencer,47532,30.8,4.8
147,Spencer,47537,46.7,2.0
147,Spencer,47550,100.0,4.5
147,Spencer,47552,100.0,0.8
147,Spencer,47556,100.0,1.6
147,Spencer,47577,73.8,4.3
147,Spencer,47579,100.0,5.4
147,Spencer,47601,5.2,1.8
147,Spencer,47611,97.2,17.3
147,Spencer,47615,100.0,11.4
147,Spencer,47634,100.0,11.5
147,Spencer,47635,100.0,21.8
147,Spencer,47637,11.3,1.8
149,Starke,46348,4.4,0.7
149,Starke,46366,87.1,21.3
149,Starke,46374,82.0,7.6
149,Starke,46511,22.4,5.3
149,Starke,46531,100.0,6.9
149,Starke,46532,58.3,9.9
149,Starke,46534,99.7,39.6
149,Starke,46574,13.8,4.5
149,Starke,46960,30.8,4.1
151,Steuben,46703,100.0,39.9
151,Steuben,46705,36.3,2.6
151,Steuben,46737,100.0,21.1
151,Steuben,46742,74.9,12.2
151,Steuben,46747,84.7,8.7
151,Steuben,46761,2.3,0.8
151,Steuben,46776,85.3,6.2
151,Steuben,46779,100.0,8.5
153,Sullivan,47438,12.6,1.4
153,Sullivan,47838,100.0,25.0
153,Sullivan,47848,100.0,2.1
153,Sullivan,47849,100.0,7.2
153,Sullivan,47850,84.8,9.1
153,Sullivan,47858,14.7,1.1
153,Sullivan,47861,100.0,7.8
153,Sullivan,47879,100.0,13.8
153,Sullivan,47882,100.0,32.6
155,Switzerland,47011,96.3,18.3
155,Switzerland,47017,3.3,0.3
155,Switzerland,47020,100.0,9.1
155,Switzerland,47038,100.0,14.4
155,Switzerland,47040,25.2,7.2
155,Switzerland,47043,98.7,43.3
155,Switzerland,47224,25.5,3.1
155,Switzerland,47250,4.5,4.4
157,Tippecanoe,46058,1.3,0.1
157,Tippecanoe,46923,1.3,0.4
157,Tippecanoe,47901,100.0,0.1
157,Tippecanoe,47904,100.0,1.1
157,Tippecanoe,47905,100.0,23.7
157,Tippecanoe,47906,94.0,24.9
157,Tippecanoe,47907,100.0,0.1
157,Tippecanoe,47909,100.0,21.9
157,Tippecanoe,47918,1.4,0.4
157,Tippecanoe,47920,74.1,4.3
157,Tippecanoe,47930,95.7,4.6
157,Tippecanoe,47955,1.4,0.1
157,Tippecanoe,47967,13.4,1.2
157,Tippecanoe,47970,4.6,0.6
157,Tippecanoe,47981,93.0,7.9
157,Tippecanoe,47992,100.0,8.6
159,Tipton,46031,29.7,5.0
159,Tipton,46036,26.0,8.3
159,Tipton,46049,96.0,9.3
159,Tipton,46050,4.7,0.8
159,Tipton,46068,100.0,17.1
159,Tipton,46072,100.0,42.1
159,Tipton,46076,98.3,16.7
159,Tipton,46902,1.4,0.3
159,Tipton,46979,2.4,0.4
161,Union,47003,82.3,5.6
161,Union,47325,78.8,11.5
161,Union,47331,2.2,2.5
161,Union,47353,99.9,80.3
163,Vanderburgh,47613,0.3,0.1
163,Vanderburgh,47638,0.1,0.0
163,Vanderburgh,47639,24.9,5.7
163,Vanderburgh,47708,100.0,0.2
163,Vanderburgh,47710,100.0,4.1
163,Vanderburgh,47711,100.0,7.2
163,Vanderburgh,47712,78.7,21.9
163,Vanderburgh,47713,100.0,1.7
163,Vanderburgh,47714,100.0,4.4
163,Vanderburgh,47715,100.0,9.2
163,Vanderburgh,47720,100.0,23.4
163,Vanderburgh,47722,100.0,0.0
163,Vanderburgh,47725,99.2,22.1
165,Vermillion,47842,97.1,27.7
165,Vermillion,47847,100.0,18.6
165,Vermillion,47854,100.0,9.8
165,Vermillion,47928,100.0,23.0
165,Vermillion,47932,16.2,7.0
165,Vermillion,47974,100.0,13.9
167,Vigo,47802,100.0,39.7
167,Vigo,47803,100.0,8.5
167,Vigo,47804,100.0,1.6
167,Vigo,47805,100.0,12.9
167,Vigo,47807,100.0,0.9
167,Vigo,47809,100.0,0.0
167,Vigo,47834,8.1,3.2
167,Vigo,47842,2.9,0.5
167,Vigo,47850,15.2,1.8
167,Vigo,47858,24.9,2.0
167,Vigo,47866,100.0,5.0
167,Vigo,47874,19.0,3.5
167,Vigo,47885,100.0,20.3
169,Wabash,46702,11.1,1.0
169,Wabash,46911,20.4,2.0
169,Wabash,46919,2.1,0.2
169,Wabash,46926,3.5,0.4
169,Wabash,46940,71.9,9.5
169,Wabash,46941,100.0,8.5
169,Wabash,46962,91.8,23.0
169,Wabash,46970,0.9,0.4
169,Wabash,46974,96.2,6.7
169,Wabash,46982,23.9,2.5
169,Wabash,46990,100.0,6.3
169,Wabash,46992,100.0,39.5
171,Warren,47906,2.0,0.7
171,Warren,47917,58.0,6.7
171,Warren,47918,36.9,14.8
171,Warren,47921,48.2,4.8
171,Warren,47932,20.1,6.2
171,Warren,47944,1.1,0.6
171,Warren,47970,47.0,8.7
171,Warren,47975,96.2,10.4
171,Warren,47991,100.0,6.9
171,Warren,47993,100.0,40.2
173,Warrick,47523,49.9,7.2
173,Warrick,47537,53.3,2.4
173,Warrick,47541,1.4,0.1
173,Warrick,47601,94.8,32.8
173,Warrick,47610,100.0,11.9
173,Warrick,47613,46.3,9.0
173,Warrick,47619,94.3,9.6
173,Warrick,47630,100.0,12.6
173,Warrick,47637,88.7,14.3
175,Washington,47106,3.2,0.4
175,Washington,47108,94.1,17.0
175,Washington,47115,1.4,0.1
175,Washington,47120,99.3,3.8
175,Washington,47125,47.5,4.7
175,Washington,47126,1.6,0.1
175,Washington,47145,6.3,0.6
175,Washington,47164,24.7,1.7
175,Washington,47165,97.0,15.1
175,Washington,47167,100.0,40.5
175,Washington,47170,36.6,11.1
175,Washington,47260,0.7,0.1
175,Washington,47281,41.9,4.9
177,Wayne,47327,80.4,10.6
177,Wayne,47330,100.0,14.6
177,Wayne,47339,100.0,3.7
177,Wayne,47341,100.0,8.6
177,Wayne,47345,100.0,8.3
177,Wayne,47346,89.9,8.9
177,Wayne,47354,3.7,0.2
177,Wayne,47357,77.2,7.1
177,Wayne,47358,2.7,0.2
177,Wayne,47360,4.6,0.4
177,Wayne,47374,100.0,29.9
177,Wayne,47392,100.0,0.3
177,Wayne,47393,85.9,7.0
179,Wells,46714,95.1,34.0
179,Wells,46731,100.0,3.9
179,Wells,46740,2.4,0.4
179,Wells,46750,0.9,0.6
179,Wells,46759,100.0,8.0
179,Wells,46766,100.0,4.5
179,Wells,46770,83.0,6.8
179,Wells,46777,92.9,15.7
179,Wells,46781,100.0,7.3
179,Wells,46783,3.3,0.5
179,Wells,46791,100.0,4.2
179,Wells,46792,21.8,6.2
179,Wells,46798,3.0,0.2
179,Wells,46952,5.3,1.6
179,Wells,46991,0.0,0.0
179,Wells,47359,38.9,6.1
181,White,46978,7.3,1.0
181,White,46985,4.2,0.6
181,White,46996,0.1,0.0
181,White,47906,4.1,1.1
181,White,47920,20.9,1.2
181,White,47923,97.9,17.8
181,White,47926,63.7,4.1
181,White,47929,100.0,9.2
181,White,47950,78.9,5.9
181,White,47959,83.2,11.4
181,White,47960,86.5,21.2
181,White,47970,3.0,0.4
181,White,47978,0.8,0.4
181,White,47980,100.0,9.7
181,White,47995,98.8,16.0
183,Whitley,46562,8.9,1.6
183,Whitley,46723,41.0,7.1
183,Whitley,46725,97.9,60.7
183,Whitley,46764,87.5,9.9
183,Whitley,46783,16.2,2.7
183,Whitley,46787,92.6,17.0
183,Whitley,46818,2.2,0.4
183,Whitley,46962,1.9,0.6
